"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SCN3A",0.000714514392105758,0.278384771709071,0.307,0.189,1,"0","SCN3A"
"DST",0.000720935029173735,0.279751759201244,0.669,0.587,1,"0","DST"
"PNISR",0.00072268452385291,0.264567309534308,0.798,0.759,1,"0","PNISR"
"ZNF117",0.00072535025669544,0.264443511092819,0.362,0.243,1,"0","ZNF117"
"DPYSL3",0.000729739343918761,0.400936404213233,0.785,0.767,1,"0","DPYSL3"
"VPS28",0.000777784494853062,0.34077070109936,0.38,0.272,1,"0","VPS28"
"PPFIA4",0.000840098206744741,0.284743956332016,0.417,0.278,1,"0","PPFIA4"
"IVNS1ABP",0.000852648429676677,0.340218777936758,0.503,0.404,1,"0","IVNS1ABP"
"STRN3",0.000856333852079749,0.330807357885652,0.374,0.267,1,"0","STRN3"
"MYO1B",0.000922517190289777,0.275224912722333,0.282,0.174,1,"0","MYO1B"
"PAGR1",0.00093463601038751,0.26587801448321,0.982,0.928,1,"0","PAGR1"
"TNKS2",0.000957728440489238,0.321523095374518,0.344,0.237,1,"0","TNKS2"
"WDR6",0.000978444419221634,0.366614386559069,0.344,0.237,1,"0","WDR6"
"PIK3C3",0.00099631020813391,0.28916647730493,0.429,0.307,1,"0","PIK3C3"
"MAP4K4",0.000997178389715849,0.373613665940433,0.589,0.557,1,"0","MAP4K4"
"ANKRD50",0.00104493210026615,0.260637592613817,0.27,0.161,1,"0","ANKRD50"
"HNRNPU",0.00109029865032511,0.252674404277531,0.663,0.628,1,"0","HNRNPU"
"SSBP2",0.00110242819946544,0.250278667143352,0.344,0.217,1,"0","SSBP2"
"RCN2",0.00110335293486688,0.275821609410762,0.399,0.27,1,"0","RCN2"
"PHF14",0.00111680188802187,0.26587801448321,0.276,0.167,1,"0","PHF14"
"ST7",0.00112330611350862,0.269470675964011,0.301,0.189,1,"0","ST7"
"HNRNPC",0.00115829197900069,0.30523043908161,0.479,0.396,1,"0","HNRNPC"
"C14orf132",0.00119307507258887,0.281033205657861,0.264,0.161,1,"0","C14orf132"
"ERCC6L2",0.0013463756140269,0.265267268269597,0.472,0.352,1,"0","ERCC6L2"
"GBA2",0.00138149296697845,0.312761710059263,0.35,0.243,1,"0","GBA2"
"PPP1R35",0.0014396570204529,0.325594798732023,0.276,0.176,1,"0","PPP1R35"
"DHX15",0.00144386140246936,0.280974958487419,0.564,0.493,1,"0","DHX15"
"GPR137C",0.00147522636038845,0.251649398876766,0.374,0.257,1,"0","GPR137C"
"KIDINS220",0.0014845364052196,0.295298960849325,0.571,0.511,1,"0","KIDINS220"
"ATAD1",0.00148924148374585,0.256748553534433,0.393,0.285,1,"0","ATAD1"
"CAPN7",0.00152729045870371,0.272778852237895,0.331,0.224,1,"0","CAPN7"
"HLTF",0.00152960468728808,0.276713415845149,0.344,0.233,1,"0","HLTF"
"LIMD2",0.00153249046960666,0.291647466808685,0.374,0.257,1,"0","LIMD2"
"CTDSPL2",0.00154031566284524,0.276713415845149,0.337,0.226,1,"0","CTDSPL2"
"STARD3NL",0.0017600521229004,0.263643068783791,0.356,0.248,1,"0","STARD3NL"
"ATM",0.00189620003865189,0.292491493651275,0.454,0.348,1,"0","ATM"
"EXT1",0.00194304103762868,0.333263164430418,0.454,0.374,1,"0","EXT1"
"MAST2",0.00203756692375533,0.281198813766966,0.252,0.154,1,"0","MAST2"
"PTPN12",0.00208794118282754,0.326404885972686,0.546,0.498,1,"0","PTPN12"
"EFS",0.00208917699269911,0.356793631405632,0.423,0.326,1,"0","EFS"
"HSPA12A",0.00228080485404991,0.25195822795659,0.184,0.1,1,"0","HSPA12A"
"FZD5",0.00228668832826094,0.361561158832784,0.301,0.202,1,"0","FZD5"
"MOB4",0.00242173157046652,0.290901199266738,0.479,0.365,1,"0","MOB4"
"CSRNP3",0.00245226963335357,0.253905372817134,0.27,0.17,1,"0","CSRNP3"
"STON2",0.00259630650844039,0.296463246227467,0.466,0.363,1,"0","STON2"
"PLPPR3",0.0027155120841031,0.272055609538603,0.89,0.846,1,"0","PLPPR3"
"ZC3H12C",0.00291805557736548,0.259547135671326,0.282,0.185,1,"0","ZC3H12C"
"CADPS",0.0029523182608363,0.279436012773283,0.436,0.322,1,"0","CADPS"
"ADAM11",0.00308864394579467,0.263971628271525,0.252,0.161,1,"0","ADAM11"
"LMBRD1",0.00309853173381306,0.278263391481341,0.466,0.361,1,"0","LMBRD1"
"PTPRO",0.00310773789023045,0.266361896775484,0.233,0.143,1,"0","PTPRO"
"SCD",0.00319108306918904,0.32792778004197,0.939,0.893,1,"0","SCD"
"NKTR",0.00334018671710718,0.300461479846688,0.325,0.22,1,"0","NKTR"
"ZBTB10",0.00344842471789418,0.271112090744249,0.466,0.359,1,"0","ZBTB10"
"CLK1",0.00350929161114176,0.250733916185194,0.454,0.361,1,"0","CLK1"
"VPS13B",0.00365379763386397,0.256201352677925,0.288,0.191,1,"0","VPS13B"
"PHF1",0.00378166482194316,0.297030072788022,0.485,0.424,1,"0","PHF1"
"PICALM",0.00379839183904905,0.310801545033655,0.485,0.396,1,"0","PICALM"
"CRIP2",0.00387513313838972,0.253384450247514,0.233,0.146,1,"0","CRIP2"
"ATXN2",0.00418280214749574,0.291503822158705,0.755,0.778,1,"0","ATXN2"
"NAGK",0.00434626981007081,0.251465768119707,0.81,0.846,1,"0","NAGK"
"ZDHHC17",0.00453780553122811,0.27268112522408,0.252,0.161,1,"0","ZDHHC17"
"CDC42BPA",0.00479256971991274,0.298822519101389,0.337,0.254,1,"0","CDC42BPA"
"GNL2",0.00490127957764952,0.296702661923744,0.374,0.287,1,"0","GNL2"
"MAPK10",0.00529561221401286,0.271529523591888,0.393,0.291,1,"0","MAPK10"
"OLFM1",0.00566661468659925,0.323405989870712,0.724,0.722,1,"0","OLFM1"
"MAP4K5",0.00641962040758955,0.276687058270249,0.337,0.246,1,"0","MAP4K5"
"DRAM2",0.00645882118724953,0.260541621521562,0.331,0.246,1,"0","DRAM2"
"MAPK6",0.00693506173695186,0.351888267326353,0.485,0.428,1,"0","MAPK6"
"NPRL2",0.00856341602368417,0.294656489521836,0.325,0.246,1,"0","NPRL2"
"TOMM20",0.00857622658768145,0.276227421597432,0.479,0.409,1,"0","TOMM20"
"CCDC82",0.0090514101407383,0.270396200926901,0.313,0.228,1,"0","CCDC82"
"BBS1",0.00909671303896514,0.257975037126181,0.202,0.128,1,"0","BBS1"
"WDR33",0.00955547225586317,0.280214297851502,0.466,0.417,1,"0","WDR33"
"SFRP2",1.04371543133456e-17,0.762745267718492,1,0.829,1.25966015407768e-13,"1","SFRP2"
"HIST1H2BH",2.4957831468561e-17,0.798839695878722,0.903,0.514,3.01216067994062e-13,"1","HIST1H2BH"
"CRABP11",8.78484156974825e-16,0.655488213782538,1,0.885,1.06024252905292e-11,"1","CRABP1"
"SRP91",1.18400929170261e-13,0.58287295765971,0.917,0.585,1.42898081415588e-09,"1","SRP9"
"HIST1H1C",1.70675309778369e-11,0.531081421050269,0.847,0.482,2.05988031371513e-07,"1","HIST1H1C"
"CCND1",2.44631574208364e-11,0.475316883042298,1,0.812,2.95245846912074e-07,"1","CCND1"
"HNRNPA3",5.09297661004888e-10,0.457524583244531,0.91,0.603,6.14671347066799e-06,"1","HNRNPA3"
"DCBLD2",1.00670137077605e-08,0.402793358667601,0.965,0.66,0.000121498788438962,"1","DCBLD2"
"PRSS23",2.26247358385518e-08,0.31041501277986,0.965,0.618,0.000273057936835481,"1","PRSS23"
"ZIC5",3.07389057636235e-08,0.38617058148548,0.847,0.503,0.000370987853661172,"1","ZIC5"
"FNTA",3.51129705340157e-08,0.374687183942799,0.861,0.582,0.000423778441375036,"1","FNTA"
"EXOC61",5.43112808452834e-08,0.447652659137227,0.819,0.557,0.000655482848521725,"1","EXOC6"
"PKDCC",5.80182488574706e-08,0.292521654950417,0.833,0.516,0.000700222245460813,"1","PKDCC"
"MDK",8.48719653440534e-08,0.442469862970642,0.771,0.478,0.00102431974973738,"1","MDK"
"SPP1",1.08488756746693e-07,0.3934952784269,1,0.843,0.00130935080517584,"1","SPP1"
"PLEKHA1",1.56176899788156e-07,0.406682953420987,0.993,0.856,0.00188489900354325,"1","PLEKHA1"
"SMARCA5",1.90085312209536e-07,0.375316971049984,0.889,0.595,0.00229413963305688,"1","SMARCA5"
"LMNB1",3.71557488950192e-07,0.420249256211474,0.75,0.489,0.00448432733413987,"1","LMNB1"
"GPM6A",3.96352513909393e-07,0.300843459212942,0.819,0.505,0.00478357849037246,"1","GPM6A"
"SOX2",4.52953562399392e-07,0.287137501578697,0.875,0.532,0.00546669654459826,"1","SOX2"
"H2AFY2",4.67788153410097e-07,0.338561188066764,0.924,0.635,0.00564573522350646,"1","H2AFY2"
"MEST",4.96025549067548e-07,0.395960380778852,0.972,0.739,0.00598653235169623,"1","MEST"
"SRSF3",5.76933537725705e-07,0.444153528888914,1,0.885,0.00696301086681153,"1","SRSF3"
"COL11A1",9.30995541480409e-07,0.290105647510288,0.854,0.557,0.0112361851901271,"1","COL11A1"
"ID41",1.06885368805552e-06,0.30344061294609,0.861,0.543,0.0128999951611421,"1","ID4"
"TUBB",1.08791609175638e-06,0.306785589379169,0.889,0.587,0.0131300593114077,"1","TUBB"
"SRSF2",1.30901224249481e-06,0.352866676938362,0.743,0.495,0.0157984687546699,"1","SRSF2"
"MCM7",1.3992107901736e-06,0.303391952158144,0.84,0.526,0.0168870750266051,"1","MCM7"
"CRB1",1.49208738022189e-06,0.358603046487506,0.792,0.511,0.018008002591898,"1","CRB1"
"HNRNPU1",2.25564507195096e-06,0.325356642646166,0.889,0.562,0.0272233803733761,"1","HNRNPU"
"CKB1",2.35930679910757e-06,0.285121559546489,1,0.879,0.0284744737584292,"1","CKB"
"IDH2",3.18131245369356e-06,0.323715011616673,0.833,0.576,0.0383952600036275,"1","IDH2"
"DEK",3.88789048216055e-06,0.340008950396879,0.882,0.574,0.0469229502291957,"1","DEK"
"ABAT",4.07884158923163e-06,0.309817137907772,0.736,0.47,0.0492275391404366,"1","ABAT"
"CALM21",4.22420523040021e-06,0.27508662200877,0.993,0.906,0.0509819329257001,"1","CALM2"
"HMGN3",4.33619954247113e-06,0.345489065418927,0.938,0.666,0.0523335922780841,"1","HMGN3"
"FZD3",4.64384570067053e-06,0.412028749406506,0.597,0.39,0.0560465737613926,"1","FZD3"
"TRIM44",5.3399341487864e-06,0.291136188501486,0.958,0.708,0.0644476652417031,"1","TRIM44"
"VAMP3",5.92907255775332e-06,0.488480809844378,0.924,0.739,0.0715579766995249,"1","VAMP3"
"IGF2BP1",6.48490715759153e-06,0.371191766592868,0.938,0.645,0.0782663444849722,"1","IGF2BP1"
"TUBA1A1",1.04618465912381e-05,0.310444799911513,0.951,0.695,0.126264026509653,"1","TUBA1A"
"ENY2",1.08157176821254e-05,0.355445221040138,0.944,0.718,0.130534896705572,"1","ENY2"
"YWHAQ",1.45776224052496e-05,0.279809183611484,0.91,0.628,0.175937324808958,"1","YWHAQ"
"PTPN121",2.38644495324886e-05,0.34349736773569,0.667,0.463,0.288020041407605,"1","PTPN12"
"RCN1",3.39615788691921e-05,0.32376874467642,0.958,0.745,0.40988229537228,"1","RCN1"
"GPBP11",4.18461679033017e-05,0.315211296237463,0.743,0.507,0.505041400424948,"1","GPBP1"
"RDX",4.24369424897871e-05,0.280374787829952,0.778,0.537,0.51217145890924,"1","RDX"
"CNOT6",9.7625928746086e-05,0.287541156538335,0.917,0.712,1,"1","CNOT6"
"UBE2I",0.000111584813655437,0.27566614706114,0.854,0.587,1,"1","UBE2I"
"HNRNPD",0.000112143283388553,0.330234658242858,0.951,0.81,1,"1","HNRNPD"
"TRIM24",0.000118483229854252,0.273720823605684,0.701,0.48,1,"1","TRIM24"
"PITPNM1",0.000135373243838788,0.256319718657622,0.972,0.731,1,"1","PITPNM1"
"CAND11",0.000142020562700799,0.395350008259875,0.549,0.401,1,"1","CAND1"
"CKAP4",0.000150941606166933,0.259104100490395,0.722,0.505,1,"1","CKAP4"
"H3F3A",0.000177894634774718,0.311282536786621,1,0.946,1,"1","H3F3A"
"TMPO",0.000181236688918119,0.351159682015232,0.688,0.499,1,"1","TMPO"
"RORB",0.000197222392126207,0.255416402708866,0.993,0.729,1,"1","RORB"
"HNRNPA2B1",0.000198196706006651,0.320045131292118,1,0.948,1,"1","HNRNPA2B1"
"TLK1",0.000209415693037823,0.317219056025185,0.59,0.443,1,"1","TLK1"
"HNRNPLL",0.000231030137824981,0.295417910635519,0.903,0.685,1,"1","HNRNPLL"
"PFN21",0.00027562653918199,0.273066893936056,0.993,0.958,1,"1","PFN2"
"INPP5F",0.000280974706068377,0.334662927847507,0.625,0.457,1,"1","INPP5F"
"LZIC1",0.000451040006732789,0.261927872339169,0.743,0.539,1,"1","LZIC"
"SRGAP3",0.000540369268804322,0.285382812488659,0.931,0.678,1,"1","SRGAP3"
"GTF3C6",0.000647661638183932,0.2878924493944,0.694,0.518,1,"1","GTF3C6"
"NBEA",0.000756506291326412,0.261555149919595,0.667,0.48,1,"1","NBEA"
"STON21",0.000786536884972903,0.272257906250898,0.5,0.357,1,"1","STON2"
"RMND5A",0.000802363862828,0.261983180062172,0.84,0.612,1,"1","RMND5A"
"RTN41",0.00103183586149774,0.257760343177165,0.993,0.818,1,"1","RTN4"
"MBOAT21",0.00109949492668307,0.253783246380836,0.938,0.766,1,"1","MBOAT2"
"PPP3CB",0.00134840874124058,0.309459015765958,0.604,0.441,1,"1","PPP3CB"
"TYMS",0.00147594102513994,0.318320343536255,0.528,0.386,1,"1","TYMS"
"GRB10",0.00239686786951046,0.310845222974109,0.979,0.775,1,"1","GRB10"
"VEZF1",0.00520835726962439,0.252616974646869,0.917,0.71,1,"1","VEZF1"
"PRPSAP2",0.00901314428929014,0.26117371096278,0.778,0.608,1,"1","PRPSAP2"
"FADS1",0.00980288620593221,0.258701822180917,0.625,0.493,1,"1","FADS1"
"NTNG2",5.38284006752934e-49,1.61742707169298,0.951,0.234,6.49654967750116e-45,"2","NTNG2"
"PDE6H",1.77236065565909e-46,1.71162399823501,0.864,0.166,2.13906207531496e-42,"2","PDE6H"
"NRN1",3.38811512716293e-45,2.24328615056671,1,0.699,4.08911614697294e-41,"2","NRN1"
"SPOCK2",2.91989100082977e-44,1.59821404196219,0.889,0.201,3.52401644890145e-40,"2","SPOCK2"
"ENO2",6.19772693467813e-42,1.55360992080101,1,0.969,7.48003663746303e-38,"2","ENO2"
"SAT2",6.57675708346471e-40,1.31495702928728,1,0.78,7.93748812403356e-36,"2","SAT2"
"PFKP",1.61974930934347e-39,1.66688289350302,1,0.839,1.95487544144664e-35,"2","PFKP"
"FAM162A",6.77450714035125e-39,1.51772347163541,1,0.867,8.17615266768993e-35,"2","FAM162A"
"SH3D21",1.36968416592522e-38,1.21432651633292,0.951,0.264,1.65307181985515e-34,"2","SH3D21"
"POU3F1",3.81843070387432e-38,0.711374465274346,0.642,0.077,4.60846401650592e-34,"2","POU3F1"
"POLRMT",5.85092825474346e-38,0.84417865248846,0.815,0.166,7.06148531064989e-34,"2","POLRMT"
"ARHGDIG",6.87388350401766e-38,1.08100749193711,0.852,0.188,8.29609000099892e-34,"2","ARHGDIG"
"FGF11",1.49119609024656e-36,1.40103615226644,0.963,0.727,1.79972456131857e-32,"2","FGF11"
"STC1",9.6355180976989e-36,1.27794522112722,0.815,0.205,1.16291067921128e-31,"2","STC1"
"BHLHE41",1.26470418584396e-35,1.01329016813138,0.741,0.149,1.52637148189507e-31,"2","BHLHE41"
"AK4",1.31563319900554e-35,1.3646615109956,1,0.716,1.58783770787979e-31,"2","AK4"
"STAC2",1.56446033295762e-35,1.41614635772016,0.877,0.21,1.88814717584656e-31,"2","STAC2"
"ADM",8.8041821315165e-35,0.603294531361215,0.506,0.048,1.06257674145273e-30,"2","ADM"
"HK2",1.82386847599151e-34,1.64755444022876,0.963,0.745,2.20122686367415e-30,"2","HK2"
"PPP2R5B",5.99020718005267e-34,0.961998356464595,0.901,0.244,7.22958104560557e-30,"2","PPP2R5B"
"PHRF1",6.14764847973018e-34,1.06457939682824,0.938,0.33,7.41959695018635e-30,"2","PHRF1"
"HIST3H2A",8.79983104476284e-34,0.769779774891354,0.679,0.116,1.06205160879243e-29,"2","HIST3H2A"
"PKM",9.59095309589943e-34,1.19602746723616,1,0.987,1.1575321291441e-29,"2","PKM"
"EFNA3",1.63460858749649e-33,0.783928662944161,0.716,0.129,1.97280910424951e-29,"2","EFNA3"
"JAG2",2.5323539361597e-32,0.810533774221699,0.827,0.192,3.05629796555115e-28,"2","JAG2"
"BNIP3L",3.44076434979234e-32,1.12606947714865,1,0.924,4.15265849376437e-28,"2","BNIP3L"
"MXI1",4.56206871129924e-32,1.23652870516508,0.963,0.432,5.50596072766706e-28,"2","MXI1"
"CDKN1A",5.04777274406123e-32,1.11446988813623,0.642,0.113,6.09215692480749e-28,"2","CDKN1A"
"ASGR1",5.80338907796666e-32,0.726985982974743,0.765,0.159,7.00411027819797e-28,"2","ASGR1"
"IRF2BP2",1.22057744648296e-31,1.32978241182356,0.938,0.445,1.47311492016028e-27,"2","IRF2BP2"
"FABP7",4.18020266138385e-31,1.40795168432782,0.827,0.234,5.04508659202417e-27,"2","FABP7"
"BTG1",8.34496268114185e-31,0.98965837532227,1,0.745,1.00715354598701e-26,"2","BTG1"
"IGFBP2",1.97299475438286e-30,1.49269279625198,1,0.952,2.38120736906468e-26,"2","IGFBP2"
"ZNF385B",4.30495558890797e-30,0.800750793060518,0.642,0.116,5.19565090025303e-26,"2","ZNF385B"
"PPFIA41",6.11733133630979e-30,1.07993203406248,0.827,0.238,7.38300718979229e-26,"2","PPFIA4"
"BEND5",6.33778608652235e-30,0.780322484924113,0.741,0.162,7.64907402782383e-26,"2","BEND5"
"CASKIN1",8.29312217963143e-30,1.00764360499024,0.901,0.306,1.00089691585972e-25,"2","CASKIN1"
"CPLX4",2.76247359334533e-29,1.14422103795783,0.654,0.14,3.33402937980848e-25,"2","CPLX4"
"WDR54",2.90147928125883e-29,0.927915137631026,0.926,0.325,3.50179534455128e-25,"2","WDR54"
"EGLN1",4.49448407884217e-29,1.0638008680142,0.975,0.801,5.42439283475461e-25,"2","EGLN1"
"BHLHE40",4.60794847806783e-29,1.12999287058215,0.914,0.334,5.56133301818007e-25,"2","BHLHE40"
"YPEL3",5.6815219343025e-29,0.989609092010024,0.79,0.212,6.85702882250969e-25,"2","YPEL3"
"PTPRF",6.01872535949235e-29,1.16181994436907,1,0.93,7.26399963637132e-25,"2","PTPRF"
"BSG",8.05786919884551e-29,1.2713302639927,1,0.978,9.72504233608664e-25,"2","BSG"
"PFKFB4",8.25951869034931e-29,1.11441567084387,0.901,0.315,9.96841310738258e-25,"2","PFKFB4"
"RAB6B",2.37141920898736e-28,1.07454793903433,1,0.849,2.86206584332685e-24,"2","RAB6B"
"PFKFB31",2.42544685759421e-28,1.0858305727724,0.975,0.758,2.92727181243045e-24,"2","PFKFB3"
"DNAJB2",7.42865148290173e-28,0.738206283835364,0.778,0.192,8.96563947471409e-24,"2","DNAJB2"
"TAFA4",8.53388892967303e-28,0.868588235966564,0.605,0.116,1.02995505492224e-23,"2","TAFA4"
"FAM219A",1.36822388304343e-27,0.958790858366011,0.988,0.734,1.65130940444511e-23,"2","FAM219A"
"TRIB2",2.84678967450195e-27,0.987017733917394,1,0.797,3.4357904581564e-23,"2","TRIB2"
"KDM5B",3.85845231858327e-27,0.870431354856914,1,0.987,4.65676610329815e-23,"2","KDM5B"
"ALKBH5",4.35096001226857e-27,0.920346740198685,0.963,0.59,5.25117363880694e-23,"2","ALKBH5"
"ZNF436",6.46274122992265e-27,0.850281719342259,0.827,0.262,7.79988239039365e-23,"2","ZNF436"
"NFIL3",7.88634858809047e-27,1.12060398669349,0.963,0.622,9.51803411096639e-23,"2","NFIL3"
"ENO1",8.20827840018909e-27,0.960383150522814,1,0.869,9.90657120118822e-23,"2","ENO1"
"SNRNP200",8.6786708117017e-27,0.805892545806653,1,0.913,1.04742878026428e-22,"2","SNRNP200"
"CIRBP",1.0201141557319e-26,0.746248624317892,1,0.994,1.23117577455283e-22,"2","CIRBP"
"SYF2",1.17142712331216e-26,0.756161691850993,0.802,0.221,1.41379539512544e-22,"2","SYF2"
"ABCB6",1.28476201271437e-26,0.947617946446753,0.889,0.319,1.55057927314497e-22,"2","ABCB6"
"VIM",1.94010564740991e-26,0.906716302287993,1,1,2.34151350585902e-22,"2","VIM"
"AIPL1",4.27821870569848e-26,0.832436876329437,0.679,0.155,5.16338215590749e-22,"2","AIPL1"
"AKAP12",4.65295810960295e-26,1.05786563310517,1,0.804,5.6156551424798e-22,"2","AKAP12"
"TNIP1",9.4608443710981e-26,1.22279357009726,0.963,0.819,1.14182930714783e-21,"2","TNIP1"
"CGN",9.93325261826805e-26,1.24423873894129,0.753,0.22,1.19884425849877e-21,"2","CGN"
"PCP4L1",1.16094157154831e-25,0.437888704839914,0.383,0.037,1.40114038270165e-21,"2","PCP4L1"
"STC2",1.4594413889448e-25,1.26479495913229,1,0.707,1.76139981231748e-21,"2","STC2"
"DPCD",1.72713050471699e-25,0.938245479501894,0.901,0.389,2.08447380614293e-21,"2","DPCD"
"FBXO42",2.0659190131876e-25,0.768150916313992,0.753,0.205,2.49335765701612e-21,"2","FBXO42"
"CREBRF",2.90782961890385e-25,0.720988532223835,0.704,0.173,3.50945956705505e-21,"2","CREBRF"
"MTFR1",3.43955080494879e-25,0.744178771687469,0.84,0.247,4.15119386649269e-21,"2","MTFR1"
"FUT11",3.49888053642579e-25,0.866518975400759,0.753,0.21,4.22279891941229e-21,"2","FUT11"
"SNX10",7.30759409656544e-25,0.757871842389708,0.605,0.129,8.81953531514483e-21,"2","SNX10"
"P4HA2",7.51449728797204e-25,1.02678655396936,0.889,0.38,9.06924677685345e-21,"2","P4HA2"
"CAMK1D",9.96030736614606e-25,0.594501695356757,0.642,0.135,1.20210949602017e-20,"2","CAMK1D"
"RORA",1.00349291138985e-24,0.926955349233048,0.951,0.452,1.21111559475641e-20,"2","RORA"
"CNNM2",1.5943643676929e-24,0.742299038469247,0.741,0.205,1.92423835536856e-20,"2","CNNM2"
"CARMIL3",1.9477478753781e-24,0.857928062596419,0.728,0.197,2.35073691079383e-20,"2","CARMIL3"
"PPP1R1B",2.5200930744002e-24,0.530410743923243,0.444,0.061,3.0415003314936e-20,"2","PPP1R1B"
"IBA57",3.92562781322504e-24,0.563617135841572,0.679,0.153,4.73784020778131e-20,"2","IBA57"
"AKAP1",5.23067474758328e-24,0.641605038849774,0.778,0.208,6.31290135285826e-20,"2","AKAP1"
"LINGO1",5.42945774788996e-24,0.817456398037987,0.778,0.234,6.55281255592839e-20,"2","LINGO1"
"EMX1",5.46487189619647e-24,0.605307926389017,0.346,0.033,6.59555389151952e-20,"2","EMX1"
"PLCH2",5.57095220658064e-24,0.712714371406301,0.753,0.203,6.72358221812218e-20,"2","PLCH2"
"SCARB1",6.00317142463244e-24,1.10158054783898,0.901,0.417,7.24522759238889e-20,"2","SCARB1"
"RSPH9",7.77137498431069e-24,0.692932961148267,0.617,0.138,9.37927246856457e-20,"2","RSPH9"
"TNIK",9.61269780366264e-24,0.876188293003063,0.975,0.616,1.16015649792404e-19,"2","TNIK"
"TAF1D",1.15812372359865e-23,0.911386286539845,0.938,0.463,1.39773952201122e-19,"2","TAF1D"
"NXPH4",1.36998326945181e-23,0.877843709181125,0.605,0.135,1.65343280790139e-19,"2","NXPH4"
"PXN",1.55415413528203e-23,1.26586099452626,0.901,0.74,1.87570862587188e-19,"2","PXN"
"IGSF21",1.55883697650763e-23,0.730785050452206,0.568,0.12,1.88136034694705e-19,"2","IGSF21"
"MAPT",1.70632148352083e-23,1.09243201461573,0.914,0.391,2.05935939846129e-19,"2","MAPT"
"GAD1",1.84209133302476e-23,0.437590014630592,0.395,0.046,2.22322002982759e-19,"2","GAD1"
"ATP1A4",3.10033083768799e-23,0.438682821858826,0.247,0.011,3.74178928800564e-19,"2","ATP1A4"
"SBF2",3.31673303266024e-23,1.10315264526493,0.802,0.328,4.00296509711765e-19,"2","SBF2"
"KAZN",3.32568463336272e-23,0.655811980171824,0.802,0.234,4.01376878400546e-19,"2","KAZN"
"GNG4",3.33996559940624e-23,0.678364732715148,0.642,0.148,4.03100448192339e-19,"2","GNG4"
"PCGF2",7.33614971484235e-23,0.822130942616548,0.988,0.948,8.85399909084323e-19,"2","PCGF2"
"RNF187",7.61025456008026e-23,0.901276870501511,1,0.956,9.18481622856086e-19,"2","RNF187"
"SPEG",7.64817961216695e-23,0.665781981521062,0.815,0.245,9.23058797392429e-19,"2","SPEG"
"PLXNA1",8.6309948051178e-23,0.758787161257816,0.938,0.369,1.04167476302967e-18,"2","PLXNA1"
"ALDOC",9.8334262650363e-23,0.990928726188814,0.889,0.498,1.18679621592723e-18,"2","ALDOC"
"DDIT3",1.19254184142594e-22,0.875681341514363,0.691,0.19,1.43927874841697e-18,"2","DDIT3"
"LOXL3",1.44675353198757e-22,0.746289898665281,0.716,0.197,1.7460868377558e-18,"2","LOXL3"
"SSBP3",3.06989883698142e-22,0.754371870769822,0.889,0.323,3.70506090635287e-18,"2","SSBP3"
"COL7A1",3.15598661185526e-22,0.886755322860949,0.951,0.559,3.80896024184811e-18,"2","COL7A1"
