"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SWI51",9.20726288543356e-08,0.422781433317124,0.596,0.24,0.00111122455764298,"5","SWI5"
"CLIC41",9.80357231785361e-08,0.444049311975819,1,0.972,0.00118319314304175,"5","CLIC4"
"TP53I3",9.80893768205971e-08,0.254351211539472,0.308,0.075,0.00118384068884779,"5","TP53I3"
"NEO1",1.07349613358064e-07,0.357371543670836,0.5,0.173,0.00129560248361847,"5","NEO1"
"LUM",1.10085437882028e-07,0.260510004418247,0.288,0.067,0.0013286211497982,"5","LUM"
"CLUH",1.10886232604769e-07,0.396702583015835,0.538,0.203,0.00133828594130695,"5","CLUH"
"MECR",1.12791616473025e-07,0.330374811292819,0.385,0.114,0.00136128201921294,"5","MECR"
"AGTRAP",1.12927866193135e-07,0.318143147265899,0.442,0.142,0.00136292641708495,"5","AGTRAP"
"PTGES21",1.1361412128483e-07,0.467554461421259,0.635,0.275,0.00137120882978661,"5","PTGES2"
"LRRN1",1.14396736894323e-07,0.3917545376965,0.577,0.224,0.00138065421757758,"5","LRRN1"
"ENTR1",1.20591965040366e-07,0.343926012605885,0.596,0.229,0.00145542442607217,"5","ENTR1"
"PMF1",1.21747623400464e-07,0.394622938967408,0.5,0.182,0.0014693720668202,"5","PMF1"
"SELENOF",1.21895543959311e-07,0.502710906834875,0.846,0.476,0.00147115732004492,"5","SELENOF"
"SEPTIN9",1.22375262981982e-07,0.316044681381901,0.442,0.142,0.00147694704892954,"5","SEPTIN9"
"PCDH181",1.26301136842445e-07,0.420297074087539,0.673,0.284,0.00152432842055147,"5","PCDH18"
"EIF4E3",1.27638303283612e-07,0.479849640187696,0.615,0.266,0.00154046668232992,"5","EIF4E3"
"OSTM1",1.30097000324541e-07,0.25130324030162,0.365,0.102,0.00157014069691689,"5","OSTM1"
"MEA11",1.33545644795993e-07,0.392037377483886,0.788,0.366,0.00161176238704284,"5","MEA1"
"SLC29A41",1.34566838416656e-07,0.489200620428635,0.538,0.221,0.00162408717285062,"5","SLC29A4"
"DAAM1",1.35998785310899e-07,0.557262159551285,0.923,0.711,0.00164136933991724,"5","DAAM1"
"CANT1",1.36270849923642e-07,0.336328269157645,0.404,0.126,0.00164465288772843,"5","CANT1"
"SLC22A5",1.37752652791525e-07,0.300592647298091,0.327,0.088,0.00166253676654091,"5","SLC22A5"
"ATF71",1.42351325675567e-07,0.403795880762188,0.692,0.291,0.00171803814957842,"5","ATF7"
"PLBD2",1.45366516288533e-07,0.318998953662487,0.519,0.186,0.00175442848508631,"5","PLBD2"
"ICMT",1.46755803754123e-07,0.286982215779438,0.346,0.095,0.00177119579550851,"5","ICMT"
"ATP11A",1.48012022910559e-07,0.353006351109434,0.385,0.116,0.00178635710450754,"5","ATP11A"
"MESD",1.51784965797107e-07,0.320681734341655,0.423,0.135,0.00183189275220529,"5","MESD"
"LRIG1",1.52454201234088e-07,0.412010679247428,0.5,0.184,0.0018399697546942,"5","LRIG1"
"WDR86",1.55702623435038e-07,0.282409485989614,0.327,0.088,0.00187917496223747,"5","WDR86"
"STXBP61",1.58458294272042e-07,0.425058351182411,0.423,0.14,0.00191243315356927,"5","STXBP6"
"NDUFAF3",1.5873747214634e-07,0.445319242946539,0.558,0.221,0.00191580255133417,"5","NDUFAF3"
"MKNK1",1.6126972196022e-07,0.351297029261152,0.442,0.151,0.0019463642743379,"5","MKNK1"
"COPS61",1.61521629762659e-07,0.512694995407498,0.885,0.525,0.00194940454960553,"5","COPS6"
"PCDH7",1.65452222375065e-07,0.468716519511384,0.865,0.485,0.00199684287184466,"5","PCDH7"
"IGDCC42",1.7434536886626e-07,0.387198245410346,0.712,0.306,0.00210417425684689,"5","IGDCC4"
"MFGE8",1.75441361976707e-07,0.386868440915333,0.654,0.271,0.00211740179769687,"5","MFGE8"
"COPS7A",1.79283190432092e-07,0.380556331091636,0.596,0.238,0.00216376882532492,"5","COPS7A"
"MGLL",1.79578216596824e-07,0.319818797787984,0.442,0.144,0.00216732949610707,"5","MGLL"
"PARP3",1.84394287654623e-07,0.265608564986871,0.269,0.063,0.00222545465770364,"5","PARP3"
"PRR7",1.86195804035502e-07,0.262009687547976,0.327,0.086,0.00224719715890447,"5","PRR7"
"GAL",1.86442452862803e-07,0.327088976734794,0.346,0.096,0.00225017396360117,"5","GAL"
"PARD3B",1.94926554728953e-07,0.346293411720854,0.442,0.147,0.00235256858902373,"5","PARD3B"
"SREBF1",1.95437360984355e-07,0.524127435130006,0.923,0.671,0.00235873350972018,"5","SREBF1"
"CYB5B",2.01402834019705e-07,0.453304980541555,0.615,0.275,0.00243073080378382,"5","CYB5B"
"ASS11",2.02134100930192e-07,0.474657619359169,0.442,0.154,0.00243955646412648,"5","ASS1"
"CLK31",2.04040023436201e-07,0.389956973297124,0.692,0.285,0.00246255904285151,"5","CLK3"
"H2AFJ",2.06059362883983e-07,0.275737458611816,0.346,0.096,0.0024869304506468,"5","H2AFJ"
"N4BP2L11",2.09874218909527e-07,0.411447198264837,0.423,0.147,0.00253297194801909,"5","N4BP2L1"
"NDST11",2.11222390916767e-07,0.441956875755779,0.712,0.331,0.00254924303597447,"5","NDST1"
"CLDN1",2.1232792158767e-07,0.284694039184168,0.288,0.07,0.00256258568564159,"5","CLDN1"
"CUEDC11",2.30874732570689e-07,0.422705733084087,0.635,0.275,0.00278642714739565,"5","CUEDC1"
"EPHX2",2.38710384202703e-07,0.424846007989452,0.519,0.2,0.00288099562694242,"5","EPHX2"
"SOX9",2.46771285829315e-07,0.394520318130085,0.635,0.261,0.002978282648674,"5","SOX9"
"NCKAP5L1",2.50604313001122e-07,0.44060540489265,0.75,0.363,0.00302454345361054,"5","NCKAP5L"
"CYREN",2.50943529244779e-07,0.342835450512956,0.442,0.151,0.00302863745445524,"5","CYREN"
"PAG12",2.51581304169566e-07,0.394039159150885,0.5,0.187,0.00303633476002249,"5","PAG1"
"VPS13D1",2.60232527881303e-07,0.374806137006857,0.808,0.385,0.00314074637899945,"5","VPS13D"
"RNPEP",2.62242983022472e-07,0.31979408585436,0.538,0.198,0.00316501056209822,"5","RNPEP"
"ZNF330",2.65639834461737e-07,0.422092446626591,0.5,0.196,0.00320600716211871,"5","ZNF330"
"SEC14L1",2.73514846753726e-07,0.449019307791438,0.769,0.387,0.00330105068547072,"5","SEC14L1"
"CNTN1",2.74931255275345e-07,0.259870370162197,0.538,0.193,0.00331814531991814,"5","CNTN1"
"TSPAN92",2.92999545409678e-07,0.60943770787278,0.808,0.531,0.0035362115135494,"5","TSPAN9"
"MTMR101",2.93640521331797e-07,0.398013528168182,0.673,0.292,0.00354394745195346,"5","MTMR10"
"NBPF11",2.99973074708923e-07,0.260901562309344,0.269,0.065,0.00362037503866199,"5","NBPF11"
"ACOX11",3.10068417138925e-07,0.418526125493895,0.673,0.31,0.00374221572644968,"5","ACOX1"
"SLC20A11",3.1226014023269e-07,0.332015969393942,0.635,0.259,0.00376866763246834,"5","SLC20A1"
"FNIP2",3.20485862076795e-07,0.289012751006809,0.5,0.173,0.00386794386940483,"5","FNIP2"
"VPS33B",3.20587921595722e-07,0.295443794527634,0.462,0.161,0.00386917562573877,"5","VPS33B"
"HNRNPF",3.20801467996976e-07,0.370337962274918,0.635,0.27,0.0038717529172555,"5","HNRNPF"
"CNPY21",3.43447951764102e-07,0.42315842586721,0.981,0.806,0.00414507332984094,"5","CNPY2"
"IRF2BPL1",3.54322893972708e-07,0.332015969393942,0.654,0.264,0.00427632300735661,"5","IRF2BPL"
"GORASP21",3.6020901131332e-07,0.347473976135805,0.635,0.273,0.00434736255754046,"5","GORASP2"
"VPS11",3.66182591123136e-07,0.320681734341655,0.404,0.13,0.00441945769226513,"5","VPS11"
"EBNA1BP2",3.67112457891908e-07,0.344697713635726,0.538,0.207,0.00443068025429744,"5","EBNA1BP2"
"NSMCE32",3.72399746561494e-07,0.35150017646941,0.654,0.275,0.00449449254125067,"5","NSMCE3"
"COPZ2",3.73784210585651e-07,0.278104064432985,0.346,0.1,0.00451120163755823,"5","COPZ2"
"HDLBP",3.81393281532292e-07,0.389410028703636,0.75,0.349,0.00460303551481323,"5","HDLBP"
"HYI",3.90831479095539e-07,0.318972330023875,0.404,0.131,0.00471694512120405,"5","HYI"
"PHF11",4.05829312819955e-07,0.257092643860512,0.327,0.091,0.00489795397642403,"5","PHF11"
"GCN11",4.06693255720163e-07,0.393538317008125,0.712,0.32,0.00490838090328665,"5","GCN1"
"SND1",4.09193124161951e-07,0.45533992207479,0.712,0.368,0.00493855181551058,"5","SND1"
"CHPF2",4.11391256122279e-07,0.385184529678244,0.712,0.315,0.00496508107013978,"5","CHPF2"
"CCPG1",4.24836396075722e-07,0.353677060113095,0.596,0.238,0.00512735046423789,"5","CCPG1"
"IDE",4.27398316536533e-07,0.2552733560521,0.327,0.089,0.00515827028227941,"5","IDE"
"SLC35B2",4.30692213913554e-07,0.330643444575578,0.481,0.175,0.00519802432972268,"5","SLC35B2"
"NANS",4.3770925038743e-07,0.286982215779438,0.288,0.075,0.0052827129429259,"5","NANS"
"CAPN2",4.44109845759681e-07,0.475948783227139,0.885,0.606,0.00535996172847359,"5","CAPN2"
"HMOX2",4.49622594051799e-07,0.356380341267786,0.673,0.289,0.00542649508761116,"5","HMOX2"
"AMOTL22",4.59754955735492e-07,0.456907217221751,0.885,0.653,0.00554878256077166,"5","AMOTL2"
"ZNHIT1",4.68546108485436e-07,0.310927911404471,0.481,0.172,0.00565488298331073,"5","ZNHIT1"
"TRAPPC4",4.76337390512402e-07,0.370357185265317,0.596,0.245,0.00574891596609417,"5","TRAPPC4"
"MON1B1",4.82985044501166e-07,0.322839137711407,0.577,0.229,0.00582914650208457,"5","MON1B"
"KIF13A1",5.08900089328121e-07,0.423104509131012,0.769,0.364,0.0061419151781011,"5","KIF13A"
"OXLD1",5.14554924847977e-07,0.275243379322672,0.269,0.067,0.00621016338799023,"5","OXLD1"
"SSX2IP2",5.15870892760296e-07,0.393664783229931,0.692,0.308,0.00622604580472402,"5","SSX2IP"
"SLC22A17",5.30649363538485e-07,0.432042756174168,0.923,0.685,0.00640440716854598,"5","SLC22A17"
"BOC",5.37114105649754e-07,0.355623881384569,0.712,0.313,0.00648243014108688,"5","BOC"
"CYP26A1",5.38327489289413e-07,0.407119839093079,0.481,0.175,0.00649707446823392,"5","CYP26A1"
"MTHFD11",5.47209010181971e-07,0.268366537612091,0.442,0.149,0.00660426554388621,"5","MTHFD1"
"UBN1",5.50308333902281e-07,0.354096411637975,0.558,0.217,0.00664167128186662,"5","UBN1"
"POGLUT3",5.51261809613218e-07,0.271040671910417,0.327,0.093,0.00665317878022192,"5","POGLUT3"
"C9orf16",5.53634961149042e-07,0.390564722393055,0.481,0.186,0.00668182034610779,"5","C9orf16"
"MXD41",5.54355501666179e-07,0.42163174247422,0.635,0.291,0.00669051654960912,"5","MXD4"
"POMGNT11",5.8641729688388e-07,0.405626712278057,0.788,0.387,0.00707747035609155,"5","POMGNT1"
"LSAMP",6.11469614834587e-07,0.404818706073297,0.635,0.278,0.00737982678143863,"5","LSAMP"
"PHB",6.1799536264249e-07,0.30910987410926,0.365,0.116,0.00745858603173221,"5","PHB"
"SLBP",6.27656542386712e-07,0.27421491970556,0.404,0.128,0.00757518681006523,"5","SLBP"
"TRERF11",6.30595105944096e-07,0.361188587829211,0.481,0.184,0.00761065233363929,"5","TRERF1"
"OTX21",6.67380865347598e-07,0.481313554403692,0.942,0.827,0.00805461966388017,"5","OTX2"
"CAMTA21",6.81176766393284e-07,0.335277772820219,0.462,0.166,0.00822112239360055,"5","CAMTA2"
"SHC11",6.87223335028958e-07,0.312135693007777,0.615,0.245,0.00829409843046449,"5","SHC1"
"RNF411",7.11307195313437e-07,0.353284586147593,0.654,0.289,0.00858476654023788,"5","RNF41"
"SETD3",7.16360359579001e-07,0.604060911005405,0.865,0.662,0.00864575317975896,"5","SETD3"
"SMARCA22",7.17792262628856e-07,0.437501818049158,0.788,0.415,0.00866303481766766,"5","SMARCA2"
"SCP21",7.41933445852555e-07,0.392876765220491,0.942,0.715,0.00895439475799449,"5","SCP2"
"HIST3H2A1",7.6493386361281e-07,0.321454433036578,0.462,0.165,0.009231986799943,"5","HIST3H2A"
"RNPEPL1",7.66636326359576e-07,0.259760747044414,0.346,0.103,0.00925253382283373,"5","RNPEPL1"
"DNAJB11",7.78826054545414e-07,0.320244669911187,0.423,0.145,0.0093996516523086,"5","DNAJB11"
"PGAP2",7.87284985743985e-07,0.302021615243579,0.404,0.135,0.00950174249294416,"5","PGAP2"
"COX7C",8.01605287387391e-07,0.328146065010595,0.442,0.158,0.00967457421347842,"5","COX7C"
"ACAA2",8.19744336168553e-07,0.361920525589599,0.577,0.242,0.00989349439321826,"5","ACAA2"
"TM9SF1",8.38460286835538e-07,0.263348559275704,0.404,0.131,0.0101193772018181,"5","TM9SF1"
"IDUA",8.58769797835084e-07,0.351871746523462,0.654,0.287,0.0103644926900716,"5","IDUA"
"SUCLG2",8.87348921601544e-07,0.339297412509002,0.404,0.138,0.010709414134809,"5","SUCLG2"
"MCUR1",8.88707105635679e-07,0.399268591353806,0.558,0.235,0.010725806057917,"5","MCUR1"
"DIMT1",8.90752444056245e-07,0.257092643860512,0.308,0.086,0.0107504912473148,"5","DIMT1"
"TGFBR3",9.09162789021372e-07,0.265608564986871,0.212,0.044,0.0109726857006989,"5","TGFBR3"
"URGCP1",9.15508917999254e-07,0.358417353822387,0.615,0.266,0.011049277131333,"5","URGCP"
"COL5A1",9.1800333595959e-07,0.703863415041971,0.827,0.748,0.0110793822616963,"5","COL5A1"
"KCNK11",9.49273626732183e-07,0.363395331298606,0.462,0.168,0.0114567834010307,"5","KCNK1"
"LIPA",9.50529949448695e-07,0.273307278882362,0.308,0.086,0.0114719459598963,"5","LIPA"
"SNAPC5",9.83443225544944e-07,0.390818026763978,0.5,0.198,0.0118691762891019,"5","SNAPC5"
"WBP111",1.0056272024521e-06,0.362239891382073,0.615,0.268,0.0121369147063944,"5","WBP11"
"C7orf25",1.00844561426633e-06,0.289179771483684,0.365,0.116,0.0121709301185804,"5","C7orf25"
"PEMT",1.00895108116627e-06,0.278343297505566,0.404,0.135,0.0121770305985957,"5","PEMT"
"FAM160A11",1.01014008438753e-06,0.311856884418467,0.423,0.147,0.0121913806784731,"5","FAM160A1"
"KDM5A1",1.06043431107887e-06,0.421283307491029,0.75,0.366,0.0127983817004109,"5","KDM5A"
"WNT11",1.06990328349416e-06,0.324640341837963,0.212,0.046,0.012912662728491,"5","WNT11"
"TMEM268",1.07249450893811e-06,0.255715155180002,0.346,0.103,0.0129439362283741,"5","TMEM268"
"ARHGEF10L1",1.08300731018648e-06,0.530058071513709,0.788,0.483,0.0130708152266406,"5","ARHGEF10L"
"TSPOAP11",1.13260732999868e-06,0.395041961636891,0.615,0.277,0.0136694378657541,"5","TSPOAP1"
"PARVA",1.27854731256167e-06,0.312860847605044,0.365,0.119,0.0154307875153068,"5","PARVA"
"SRSF82",1.31664994063548e-06,0.441956875755779,0.692,0.32,0.0158906481335296,"5","SRSF8"
"ARHGEF171",1.33933116376026e-06,0.44222732191664,0.712,0.371,0.0161643878154226,"5","ARHGEF17"
"NISCH1",1.36642866607995e-06,0.417882060239688,0.904,0.762,0.016491427570919,"5","NISCH"
"NDUFB10",1.37345526095696e-06,0.345261861392842,0.519,0.207,0.0165762315444896,"5","NDUFB10"
"SMPD1",1.40425463304785e-06,0.254351211539472,0.269,0.07,0.0169479491662544,"5","SMPD1"
"RAB1B",1.41977539873581e-06,0.269755801668842,0.404,0.137,0.0171352692873424,"5","RAB1B"
"SEZ6L2",1.48074455080864e-06,0.331376335137892,0.385,0.131,0.0178711059837095,"5","SEZ6L2"
"RILPL1",1.49902199733152e-06,0.361571532200122,0.5,0.2,0.0180916964857941,"5","RILPL1"
"GLMP",1.52324149515291e-06,0.275412827067301,0.288,0.081,0.0183840016050004,"5","GLMP"
"OS9",1.56303676493096e-06,0.413080976257124,0.962,0.746,0.0188642907159517,"5","OS9"
"TRIM411",1.5658667045163e-06,0.42463841374941,0.673,0.317,0.0188984452568073,"5","TRIM41"
"MANBA1",1.61871095591832e-06,0.345800860226322,0.558,0.236,0.0195362225269782,"5","MANBA"
"DOK6",1.62100241285291e-06,0.252548718715564,0.308,0.088,0.0195638781207217,"5","DOK6"
"REXO2",1.64192184044513e-06,0.333010746823843,0.596,0.25,0.0198163546923323,"5","REXO2"
"LBH1",1.7698192131879e-06,0.338910007823299,0.538,0.221,0.0213599480839648,"5","LBH"
"GPR137",1.8143376161876e-06,0.268366537612091,0.442,0.158,0.0218972406897681,"5","GPR137"
"COMMD5",1.83993526637853e-06,0.265481146568516,0.404,0.138,0.0222061787299225,"5","COMMD5"
"SCYL1",1.87080409586433e-06,0.313268907299714,0.462,0.175,0.0225787346329866,"5","SCYL1"
"UCK11",1.8796543866606e-06,0.325501028383814,0.692,0.308,0.0226855487926068,"5","UCK1"
"NCOR22",1.89376204321362e-06,0.356757107954185,1,0.961,0.0228558140995452,"5","NCOR2"
"CTDSPL",2.00953226486777e-06,0.316219437004535,0.308,0.093,0.0242530449046891,"5","CTDSPL"
"NRBP2",2.02482417660513e-06,0.469754096777354,0.827,0.567,0.0244376029874473,"5","NRBP2"
"CSRNP2",2.08759616272437e-06,0.307374004610616,0.692,0.306,0.0251951980879205,"5","CSRNP2"
"SUCLG1",2.10345207353148e-06,0.278678912048229,0.442,0.159,0.0253865630754515,"5","SUCLG1"
"MORN21",2.13113913967175e-06,0.352857346999628,0.808,0.406,0.0257207182766983,"5","MORN2"
"AAAS",2.15794100586682e-06,0.382181324936667,0.5,0.208,0.0260441899998067,"5","AAAS"
"RBMS1",2.16739284865235e-06,0.300902193219204,0.481,0.182,0.0261582642903852,"5","RBMS1"
"TPCN1",2.21040678484574e-06,0.310686476370707,0.385,0.133,0.0266773994863032,"5","TPCN1"
"KLHL5",2.28158170233052e-06,0.306909259667077,0.481,0.182,0.027536409565427,"5","KLHL5"
"PCYOX1",2.30862416856175e-06,0.344013160815817,0.5,0.2,0.0278627850903718,"5","PCYOX1"
"STX17",2.3489645004107e-06,0.332968421053618,0.5,0.201,0.0283496525554567,"5","STX17"
"PITPNM2",2.37131259629084e-06,0.265481146568516,0.404,0.14,0.0286193717246341,"5","PITPNM2"
"FAM89A",2.40379715311898e-06,0.256562819901584,0.385,0.128,0.0290114278409929,"5","FAM89A"
"LOXL2",2.46538949825732e-06,0.790807953775189,0.365,0.133,0.0297547858544676,"5","LOXL2"
"HIF1AN1",2.49499929833614e-06,0.332579082219549,0.731,0.342,0.0301121465316189,"5","HIF1AN"
"UBR4",2.49945717927212e-06,0.256407401734145,0.558,0.221,0.0301659486966353,"5","UBR4"
"MTPN1",2.50305094802452e-06,0.372307813975707,0.538,0.233,0.0302093218917079,"5","MTPN"
"ADNP2",2.51154502035296e-06,0.333796674899387,0.538,0.219,0.0303118368506399,"5","ADNP2"
"GALNS",2.51944525601136e-06,0.313629055845181,0.519,0.212,0.0304071847948011,"5","GALNS"
"FBXW8",2.55017790769587e-06,0.319043425011737,0.615,0.266,0.0307780971679815,"5","FBXW8"
"BANF1",2.60825764911508e-06,0.262529172054899,0.481,0.18,0.0314790615671699,"5","BANF1"
"NOXA1",2.65582119947771e-06,0.282343320975918,0.269,0.074,0.0320531060564964,"5","NOXA1"
"LYRM9",2.67261830424449e-06,0.319818797787984,0.442,0.168,0.0322558303139267,"5","LYRM9"
"LZTS21",2.68487357526558e-06,0.411006366613142,0.788,0.436,0.0324037391798803,"5","LZTS2"
"FN3K",2.73077785111981e-06,0.300038368604885,0.365,0.124,0.0329577578851649,"5","FN3K"
"TRIM51",2.91833988206985e-06,0.315271260210862,0.712,0.313,0.035221444036701,"5","TRIM5"
"SUPT6H",3.0467463506619e-06,0.272482646084323,0.442,0.161,0.0367711817061385,"5","SUPT6H"
"RPUSD3",3.05561633590331e-06,0.277979409398485,0.327,0.103,0.0368782335580171,"5","RPUSD3"
"AGPAT1",3.06177691678121e-06,0.386517889330353,0.808,0.445,0.0369525856086324,"5","AGPAT1"
"NDUFS1",3.08811353463185e-06,0.276451548287269,0.673,0.294,0.0372704422494719,"5","NDUFS1"
"LIMA1",3.10345537772413e-06,0.256657678922641,0.288,0.084,0.0374556029537526,"5","LIMA1"
"CUEDC21",3.19610767288582e-06,0.339143636342482,0.673,0.317,0.038573823504059,"5","CUEDC2"
"ARF3",3.2799032629998e-06,0.311539320023417,0.442,0.168,0.0395851524811446,"5","ARF3"
"ATP5MC3",3.28759003731806e-06,0.308384692511663,0.5,0.2,0.0396779241603916,"5","ATP5MC3"
"GAR11",3.3212116513118e-06,0.45690721722175,0.769,0.433,0.0400837034196822,"5","GAR1"
"STK11",3.43302522042137e-06,0.360538822749519,0.827,0.433,0.0414331813852655,"5","STK11"
"CSNK2B1",3.4565223238953e-06,0.364984727780711,0.615,0.28,0.0417167679270924,"5","CSNK2B"
"INTS5",3.45874973328375e-06,0.293868601364678,0.288,0.086,0.0417436505310016,"5","INTS5"
"DRAP1",3.57729120133645e-06,0.311584189012516,1,0.891,0.0431743275089297,"5","DRAP1"
"OAF1",3.63756497917432e-06,0.324311466235949,0.519,0.212,0.0439017717336549,"5","OAF"
"RGS31",3.65002077792297e-06,0.358065313840921,0.692,0.32,0.0440521007687524,"5","RGS3"
"GNPTG",3.67282984614173e-06,0.280584444581288,0.404,0.145,0.0443273834130846,"5","GNPTG"
"INPP5A1",3.68998106394198e-06,0.420945004044552,0.635,0.31,0.0445343814607157,"5","INPP5A"
"PFDN61",3.8173444702375e-06,0.390440308463381,0.769,0.403,0.0460715304112964,"5","PFDN6"
"P3H4",3.84811061197425e-06,0.252893325200157,0.5,0.193,0.0464428469759172,"5","P3H4"
"ERG28",3.9097363604629e-06,0.271236411011306,0.481,0.184,0.0471866081344268,"5","ERG28"
"KATNA1",3.98119466344783e-06,0.332327792694562,0.423,0.163,0.0480490383931518,"5","KATNA1"
"TSPAN3",4.01682401307645e-06,0.325377594516449,0.981,0.944,0.0484790490138197,"5","TSPAN3"
"LDLRAP1",4.22814181698157e-06,0.30287358854933,0.288,0.086,0.0510294435891505,"5","LDLRAP1"
"NECAP2",4.25950745983421e-06,0.345800860226322,0.558,0.25,0.051407995532739,"5","NECAP2"
"RAB5C1",4.34912526678435e-06,0.327624200276784,0.712,0.329,0.0524895928448204,"5","RAB5C"
"AFG3L2",4.35457856979943e-06,0.314255145929542,0.577,0.252,0.0525554087589093,"5","AFG3L2"
"DERL1",4.46146957340521e-06,0.336070135899804,0.596,0.273,0.0538454762814274,"5","DERL1"
"LRRFIP1",4.66130056478864e-06,0.276191626650517,0.385,0.135,0.0562572365164341,"5","LRRFIP1"
"TAPBP",4.69486312234635e-06,0.262697563656011,0.365,0.124,0.0566623030235981,"5","TAPBP"
"ZSCAN30",4.75657952799699e-06,0.298477854617268,0.519,0.214,0.0574071583233956,"5","ZSCAN30"
"BTN2A11",4.769546327261e-06,0.337325601469078,0.462,0.189,0.057563654623713,"5","BTN2A1"
"PEBP11",4.92647690104871e-06,0.446923128649129,0.692,0.354,0.0594576497187569,"5","PEBP1"
"ENOSF1",4.93554428273175e-06,0.314277260434864,0.5,0.205,0.0595670839482895,"5","ENOSF1"
"FERMT2",4.95287208423293e-06,0.263661141544819,0.423,0.154,0.0597762131846072,"5","FERMT2"
"TTLL3",4.99865025268526e-06,0.346853671756837,0.442,0.173,0.0603287098996584,"5","TTLL3"
"NEK9",5.02245032170531e-06,0.270423123906029,0.442,0.166,0.0606159529326614,"5","NEK9"
"DPCD1",5.09084773700828e-06,0.407103661301137,0.769,0.427,0.0614414413379529,"5","DPCD"
"CCDC84",5.1172009062559e-06,0.262529172054899,0.481,0.187,0.0617594977376024,"5","CCDC84"
"PTPRJ1",5.13557480362443e-06,0.374329903975409,0.481,0.203,0.0619812523049433,"5","PTPRJ"
"SDHAF3",5.15701305071027e-06,0.345133968565233,0.558,0.243,0.0622399905090222,"5","SDHAF3"
"GPR1801",5.16568885279814e-06,0.316267777403638,0.615,0.27,0.0623446987644208,"5","GPR180"
"TSC2",5.20943135251096e-06,0.311136077488215,0.577,0.254,0.0628726269934548,"5","TSC2"
"CEP1641",5.24273251756811e-06,0.399532954365383,0.769,0.443,0.0632745387545295,"5","CEP164"
"GLI31",5.30130936244634e-06,0.40931775870349,0.923,0.73,0.0639815026953648,"5","GLI3"
"MUS811",5.51822264760335e-06,0.421816552753389,0.846,0.56,0.0665994291339248,"5","MUS81"
"MIB21",5.64643507892151e-06,0.350547344556904,0.788,0.41,0.0681468249675037,"5","MIB2"
"TRIM251",5.73794952051502e-06,0.282713884142635,0.404,0.149,0.0692513127630957,"5","TRIM25"
"PER3",5.81508667818312e-06,0.265188824917183,0.385,0.137,0.0701822811189921,"5","PER3"
"ISCU1",5.93024652709578e-06,0.386211226550818,0.75,0.389,0.071572145335519,"5","ISCU"
"DYRK4",6.09972853904158e-06,0.286982215779438,0.423,0.163,0.0736176237376929,"5","DYRK4"
"STARD101",6.11504120499073e-06,0.371871113365951,0.673,0.319,0.0738024323030331,"5","STARD10"
"CIZ11",6.37291330415009e-06,0.352166384539576,0.462,0.194,0.0769146906677875,"5","CIZ1"
"DCAKD",6.42882273995698e-06,0.294045608302007,0.596,0.252,0.0775894616485408,"5","DCAKD"
"COPRS2",6.64696871632199e-06,0.402317330757409,0.558,0.252,0.0802222654372901,"5","COPRS"
"NMRAL1",6.65703944030752e-06,0.319043425011737,0.577,0.252,0.0803438090050715,"5","NMRAL1"
"ATP6V0C",7.24835434567392e-06,0.251792787317138,0.346,0.116,0.0874803885979386,"5","ATP6V0C"
"MTOR",7.36665401051414e-06,0.274545112541216,0.404,0.149,0.0889081472528952,"5","MTOR"
"INO80B1",7.45150205507359e-06,0.426533568178232,0.865,0.608,0.0899321783026832,"5","INO80B"
"CRTC3",7.52364664254833e-06,0.276610531707,0.423,0.161,0.0908028913289158,"5","CRTC3"
"NFYA",7.65096271033458e-06,0.280983475157995,0.462,0.182,0.0923394689510281,"5","NFYA"
"SYVN11",7.72477621754432e-06,0.288847367999001,0.558,0.236,0.0932303241695424,"5","SYVN1"
"CMTM4",7.79120208333268e-06,0.253184007329373,0.423,0.158,0.0940320179437421,"5","CMTM4"
"WDR25",7.80564490547767e-06,0.263935479017371,0.288,0.088,0.09420632836421,"5","WDR25"
"SIRT5",7.84362983217219e-06,0.263027483627715,0.385,0.138,0.0946647684444862,"5","SIRT5"
"CCS",7.86760077075721e-06,0.258714490756633,0.385,0.138,0.0949540737022688,"5","CCS"
"MYO102",8.04526485062397e-06,0.458177754548155,0.827,0.555,0.0970983014821807,"5","MYO10"
"WHRN2",8.23489280447164e-06,0.314774367800762,0.692,0.326,0.0993869212571682,"5","WHRN"
"SORBS21",8.48167833279146e-06,0.312348935937865,0.731,0.356,0.10236537579846,"5","SORBS2"
"TESMIN",8.49666027273214e-06,0.271040671910417,0.308,0.1,0.102546192831604,"5","TESMIN"
"FIBP1",8.58943161589392e-06,0.2906719749285,0.558,0.245,0.103665850172224,"5","FIBP"
"VPS522",8.72760910170274e-06,0.361307326533073,0.712,0.343,0.10533351424845,"5","VPS52"
"TOMM6",8.94331712491748e-06,0.271236411011306,0.5,0.205,0.107936894380629,"5","TOMM6"
"TMX21",8.99034352540641e-06,0.292218864145585,0.596,0.271,0.10850445600813,"5","TMX2"
"DNALI1",9.02787007372763e-06,0.271897888240384,0.365,0.128,0.108957363919819,"5","DNALI1"
"IGF2R1",9.17761378457323e-06,0.282877817446702,0.442,0.175,0.110764620766014,"5","IGF2R"
"ABCF1",9.26964446090424e-06,0.339581575409446,0.538,0.245,0.111875338998653,"5","ABCF1"
